url,titulo,preco,vendas,teste,marca
https://produto.mercadolivre.com.br/MLB-2142509562-furadeira-de-impacto-12-pol-maleta-brocas-sdh600ka-stanley-_JM?searchVariation=174099080319#searchVariation=174099080319&position=12&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira De Impacto 1/2 Pol. Maleta Brocas Sdh600ka Stanley,315,7,11,Stanley
https://produto.mercadolivre.com.br/MLB-1332985435-parafusadeira-furadeira-impacto-titanium-12-turbo-forte-_JM?searchVariation=90750591189#searchVariation=90750591189&position=11&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Parafusadeira/ Furadeira Impacto Titanium 1/2 Turbo Forte,163,8,11,Titanium
https://produto.mercadolivre.com.br/MLB-2189144772-furadeira-de-impacto-eletrica-6600-570w-preta-220v-skil-_JM?searchVariation=174245849261#searchVariation=174245849261&position=10&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira De Impacto Elétrica 6600 570w Preta 220v Skil,229,1,11,Skil
https://produto.mercadolivre.com.br/MLB-2080847909-furadeira-parafusadeira-12pol-18v-c-kit-69-pcs-te-cd-1840-_JM#position=22&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira Parafusadeira 1/2pol 18v C/ Kit 69 Pçs Te-cd 18/40,872,15,11,Einhell
https://produto.mercadolivre.com.br/MLB-1058638749-furadeira-de-impacto-600w-goodyear-110v-38-gy-di-10600k-3-_JM#position=9&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira De Impacto 600w Goodyear 110v 3/8'' Gy-di-10600k-3,159,68,11,Goodyear
https://produto.mercadolivre.com.br/MLB-906907979-parafusadeira-de-impacto-14-18v-dtd154z-makita-s-bateria-_JM#position=6&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Parafusadeira De Impacto 1/4 18v Dtd154z Makita S/ Bateria,1.350,291,11,Makita
https://produto.mercadolivre.com.br/MLB-1902758847-furadeira-de-impacto-bosch-gsb16re-12-750w-kit-brocas-_JM?searchVariation=86927326432#searchVariation=86927326432&position=4&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira De Impacto Bosch Gsb16re 1/2'' 750w + Kit Brocas,745,2,11,Bosch
https://produto.mercadolivre.com.br/MLB-1772257093-parafusadeira-e-furadeira-de-impacto-gsb-180-li-18v-bosch-_JM?searchVariation=73593749277#searchVariation=73593749277&position=7&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Parafusadeira E Furadeira De Impacto ½ Gsb 180-li 18v Bosch,920,11,11,Bosch
https://produto.mercadolivre.com.br/MLB-1214180396-furadeira-impacto-12-710w-profissional-dewalt-dwd502-220v-_JM?searchVariation=174240668627#searchVariation=174240668627&position=5&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira Impacto 1/2 710w Profissional Dewalt Dwd502 220v,575,3,11,DeWalt
https://produto.mercadolivre.com.br/MLB-1588544328-furadeira-bosch-gsb-450w-impacto-re-std-kit-brocas-33-pcs-_JM?searchVariation=59652940517#searchVariation=59652940517&position=8&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira Bosch Gsb 450w Impacto Re Std + Kit Brocas 33 Pçs ,399,592,11,Bosch
https://produto.mercadolivre.com.br/MLB-820637521-furadeira-e-parafusadeira-de-impacto-20v-dcd776c2-12-dewalt-_JM?searchVariation=25222165917#searchVariation=25222165917&position=3&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira E Parafusadeira De Impacto 20v Dcd776c2 1/2 Dewalt,1.159,5,11,DeWalt
https://produto.mercadolivre.com.br/MLB-2063446071-furadeira-de-impacto-58-1300w-220v-d21570k-dewalt-_JM?searchVariation=174203896235#searchVariation=174203896235&position=43&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 5/8' 1300w 220v D21570k Dewalt,2.351,1,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1788761288-furadeira-impacto-12-560w-127v-maleta-black-decker-tm555kbr-_JM?searchVariation=75624635572#searchVariation=75624635572&position=44&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Impacto 1/2 560w 127v Maleta Black Decker Tm555kbr,239,59,7,Black+Decker
https://produto.mercadolivre.com.br/MLB-1357186603-furadeira-de-impacto-500w-m0801g-makita-_JM?searchVariation=45917363123#searchVariation=45917363123&position=42&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 500w M0801g Makita,379,2,7,Makita
https://produto.mercadolivre.com.br/MLB-1402621589-furadeiradeimpacto12-650w-220v-ws3174-_JM#position=45&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeiradeimpacto1/2 650w-220v - Ws3174,258,12,7,Wesco
https://produto.mercadolivre.com.br/MLB-1796629838-furadeira-de-impacto-eletrica-450w-bosch-gsb-450re-c-maleta-_JM?searchVariation=174257182696#searchVariation=174257182696&position=40&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto Eletrica 450w Bosch Gsb 450re C/ Maleta,309,3,7,Bosch
https://produto.mercadolivre.com.br/MLB-690216150-parafusadeira-furadeira-impacto-12v-makita-hp330dwe-x-bivolt-_JM#position=2&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Parafusadeira Furadeira Impacto 12v Makita Hp330dwe X Bivolt,999,881,11,Makita
https://produto.mercadolivre.com.br/MLB-1206682943-furadeira-misturadora-850w-58-gbm-1600-re-_JM?searchVariation=39285721209#searchVariation=39285721209&position=41&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Misturadora 850w 5/8 Gbm 1600 Re,1.246,4,7,Bosch
https://produto.mercadolivre.com.br/MLB-1728249792-furadeira-de-impacto-38-650w-maleta-e-kit-mondial-220v-_JM?searchVariation=174053563880#searchVariation=174053563880&position=39&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 3/8 650w Maleta E Kit Mondial 220v,225,7,7,Mondial
https://produto.mercadolivre.com.br/MLB-1849248822-parafusadeira-furadeira-26v2-baterias-18-pcs-_JM?searchVariation=81260987286#searchVariation=81260987286&position=36&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira 26v+2 Baterias + 18 Pçs,338,5,7,Nakasaki
https://produto.mercadolivre.com.br/MLB-2151421886-bomba-1300-lh-para-furadeira-6mm-wolfcraft-_JM#position=35&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Bomba 1300 L/h Para Furadeira 6mm - Wolfcraft,136,3,7,Wolfcraft
https://produto.mercadolivre.com.br/MLB-1036015389-parafusadeira-furadeira-eletrica-prof-400w-similar-dewalt-_JM?searchVariation=32099141944#searchVariation=32099141944&position=33&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira Elétrica Prof 400w (similar Dewalt),157,105,7,ST TOOLS
https://produto.mercadolivre.com.br/MLB-2145979429-furadeira-parafusadeira-dcd985-2-bateria-5ah-dewalt-_JM?searchVariation=174108638015#searchVariation=174108638015&position=37&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Parafusadeira Dcd985 + 2 Bateria 5ah Dewalt,2.539,2,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1428789822-furadeira-de-impacto-820w-blackfriday-c-maleta-e-acess-_JM?searchVariation=50277213007#searchVariation=50277213007&position=34&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 820w Blackfriday - C/ Maleta E Acess.,334,1,7,Nakasaki
https://produto.mercadolivre.com.br/MLB-704821926-mini-furadeira-drill-12v-com-7-acessorios-p-artesanato-_JM?searchVariation=174281357089#searchVariation=174281357089&position=38&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Mini Furadeira Drill 12v Com 7 Acessórios P Artesanato,70,189,7,Tozz
https://produto.mercadolivre.com.br/MLB-944286058-furadeira-e-parafusadeira-c-impacto-lct204-makita-coldre-_JM?searchVariation=173828558790#searchVariation=173828558790&position=32&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira E Parafusadeira C/ Impacto Lct204  Makita + Coldre,1.142,33,7,Kit
https://produto.mercadolivre.com.br/MLB-1926093168-furadeira-parafusadeira-com-impacto-38-bateria-18v-bivolt-_JM?searchVariation=88874868228#searchVariation=88874868228&position=30&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Parafusadeira Com Impacto 3/8 Bateria 18v Bivolt,368,7,7,Tssaper
https://produto.mercadolivre.com.br/MLB-1066904404-makita-dhp484z-bl-fur-impacto-e-par-sem-bateria-e-carregador-_JM?searchVariation=45161466301#searchVariation=45161466301&position=31&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Makita Dhp484z Bl Fur Impacto E Par Sem Bateria E Carregador,1.079,4,7,Makita
https://produto.mercadolivre.com.br/MLB-1342368030-furadeira-de-impacto-12-pol-750w-com-reverso-norton-_JM?searchVariation=44929034526#searchVariation=44929034526&position=29&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 1/2 Pol 750w Com Reversão Norton,270,2360,7,Norton
https://produto.mercadolivre.com.br/MLB-1599497994-parafusadeira-furadeira-a-bateria-12v-vonder-pfv112-_JM?searchVariation=75440237625#searchVariation=75440237625&position=26&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira A Bateria 12v Vonder Pfv112,429,2,7,Vonder
https://produto.mercadolivre.com.br/MLB-910375731-furadeira-de-impacto-makita-hp1640-profissional-760w-_JM?searchVariation=17464295739#searchVariation=17464295739&position=27&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto Makita Hp1640 Profissional 760w,439,582,7,Makita
https://produto.mercadolivre.com.br/MLB-2043007555-furadeira-de-impacto-650w-acessorios-mondial-nffi-07m-110v-_JM?searchVariation=174177038423#searchVariation=174177038423&position=28&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 650w Acessórios Mondial Nffi-07m 110v,212,2,7,Mondial
https://produto.mercadolivre.com.br/MLB-1843040085-perfuratriz-manual-concreto-marmore-laje-160mm-3280w-ofert-_JM?searchVariation=80529913790#searchVariation=80529913790&position=24&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Perfuratriz Manual Concreto Marmore Laje 160mm 3280w + Ofert,829,6,7,Thaf
https://produto.mercadolivre.com.br/MLB-2004776626-kit-parafusadeira-furadeira-hp333-2-baterias-carregador-_JM?searchVariation=173561373035#searchVariation=173561373035&position=25&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Kit Parafusadeira Furadeira Hp333 +2 Baterias + Carregador,828,14,7,Makita
https://produto.mercadolivre.com.br/MLB-1667353976-serra-sabre-bateria-gsa-12v-li-_JM#position=50&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Serra Sabre À Bateria Gsa 12v-li ,829,7,9,Bosch
https://produto.mercadolivre.com.br/MLB-943039488-furadeira-makita-12-750w-m6201g-_JM?searchVariation=21940769985#searchVariation=21940769985&position=48&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Makita 1/2  750w M6201g,999,7,9,Makita
https://produto.mercadolivre.com.br/MLB-963179320-furadeira-38-10mm-600w-dewalt-dwd014-dwd014-220v-_JM?searchVariation=81582175186#searchVariation=81582175186&position=1&search_layout=stack&type=item&tracking_id=e9c74561-da0f-4617-a662-a9e9a5438f62,Furadeira 3/8  10mm - 600w Dewalt Dwd014 Dwd014 - 220v,662,3,11,DeWalt
https://produto.mercadolivre.com.br/MLB-2072459909-furadeira-e-parafusadeira-brushless21v-cduas-baterias-20ah-_JM?searchVariation=174262753085#searchVariation=174262753085&position=46&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira E Parafusadeira Brushless21v C/duas Baterias 2.0ah,499,5,9,Arita
https://produto.mercadolivre.com.br/MLB-1824927890-furadeira-de-impacto-makita-hp1640-profissional-760w-_JM?searchVariation=78947018279#searchVariation=78947018279&position=49&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto Makita Hp1640 Profissional 760w,469,6,9,Makita
https://produto.mercadolivre.com.br/MLB-2122570410-furadeira-eletrica-blackdecker-tm500-2800rpm-60hz-500w-127v-_JM?searchVariation=174036017048#searchVariation=174036017048&position=47&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Elétrica Black+decker Tm500 2800rpm 60hz 500w 127v,152,3,9,Black+Decker
https://produto.mercadolivre.com.br/MLB-2123870197-furadeira-de-impacto-760w-hp1640-220v-makita-_JM?searchVariation=174074940804#searchVariation=174074940804&position=23&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 760w Hp1640 220v Makita,475,1,7,Makita
https://produto.mercadolivre.com.br/MLB-1947964549-furadeira-paraf-impacto-makita-hp1640kx1-760w-maleta-9broc-_JM?searchVariation=91019985679#searchVariation=91019985679&position=45&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Paraf Impacto Makita Hp1640kx1 760w + Maleta 9broc,594,2,9,Makita
https://produto.mercadolivre.com.br/MLB-1797522259-furadeira-reversivel-fsv450-38-450w-vonder-_JM?searchVariation=76286680940#searchVariation=76286680940&position=43&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Reversível  Fsv450 3/8''  450w Vonder,195,32,9,Vonder
https://produto.mercadolivre.com.br/MLB-1731392608-parafusadeira-furadeira-12-13mm-20v-dewalt-dcd771c2-br-_JM?searchVariation=69590340687#searchVariation=69590340687&position=22&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira / Furadeira 1/2  13mm 20v Dewalt Dcd771c2-br,1.100,6,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1612610839-furadeira-bosch-impacto-650w-gsb13-re-na-maleta-acessorios-_JM?searchVariation=61008876079#searchVariation=61008876079&position=21&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Bosch Impacto 650w Gsb13 Re Na Maleta + Acessórios,689,77,7,Bosch
https://produto.mercadolivre.com.br/MLB-1826691395-parafusadeirafuradeira-38pol-400w-gsr-7-14-e-bosch-220v-_JM?searchVariation=79106815502#searchVariation=79106815502&position=20&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira/furadeira 3/8pol 400w Gsr 7-14 E - Bosch 220v,365,16,7,Bosch
https://produto.mercadolivre.com.br/MLB-881823304-furadeira-impacto-tm500-127v-blackdecker-jogo-ferramenta-_JM#position=44&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Impacto Tm500 127v Black&decker + Jogo  Ferramenta,355,92,9,Black+Decker
https://produto.mercadolivre.com.br/MLB-1477022222-parafusadeira-e-furadeira-pf-07ma-vermelha-cmaleta-bivolt-_JM?searchVariation=174235089233#searchVariation=174235089233&position=19&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira E Furadeira Pf-07ma Vermelha C/maleta - Bivolt,335,6,7,Mondial
https://produto.mercadolivre.com.br/MLB-1279418530-furadeira-impacto-reversivel-12-110v-710w-dewalt-dw502-_JM?searchVariation=48529080486#searchVariation=48529080486&position=18&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Impacto Reversivel 1/2  110v 710w Dewalt Dw502,479,7,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1788918976-furadeira-parafusadeira-12v-2-bateriasbolsa-dcd700c2-dewalt-_JM?searchVariation=173740325820#searchVariation=173740325820&position=17&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Parafusadeira 12v 2 Baterias+bolsa Dcd700c2 Dewalt,709,13,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1384916578-furadeira-impacto-dewalt-dwd502-710w-acessorios-_JM?searchVariation=174203209428#searchVariation=174203209428&position=16&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Impacto Dewalt Dwd502 710w + Acessórios,469,312,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1861226805-parafusadeira-furadeira-12v-maleta-scd121s2k-br-stanley-_JM?searchVariation=82362136709#searchVariation=82362136709&position=12&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira 12v + Maleta Scd121s2k-br Stanley,610,6,7,Stanley
https://produto.mercadolivre.com.br/MLB-1743540326-parafusadeira-furadeira-12v-biv-16-niv-ho032-jogo-de-bits-_JM?searchVariation=70942056231#searchVariation=70942056231&position=14&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira 12v Biv 16 Niv Ho032  + Jogo De Bits,214,2,7,Multilaser
https://produto.mercadolivre.com.br/MLB-2204708766-parafusadeira-furadeira-20v-2-baterias-sbd710c2k-stanley-_JM#position=10&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira 20v + 2 Baterias Sbd710c2k Stanley,979,1,7,Stanley
https://produto.mercadolivre.com.br/MLB-1149570330-furadeira-de-impacto-12-pol-600w-127v-stanley-_JM#position=11&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 1/2 Pol. 600w 127v Stanley,269,101,7,Stanley
https://produto.mercadolivre.com.br/MLB-817974188-furadeira-6412-de-38-450-watts-makita-_JM?searchVariation=41500513753#searchVariation=41500513753&position=15&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira 6412 De 3/8  450 Watts - Makita ,497,83,7,Makita
https://produto.mercadolivre.com.br/MLB-1245113625-furadeira-dewalt-dcd996-20v-2-bat-6ah-flexvolt-carregador-_JM?searchVariation=93213936458#searchVariation=93213936458&position=9&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Dewalt Dcd996 20v + 2 Bat 6ah Flexvolt +carregador,3.990,33,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1797528802-kit-com-parafusadeira-eletrica-e-maleta-de-brocas-e-bits-gm-_JM?searchVariation=76286956961#searchVariation=76286956961&position=13&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Kit Com Parafusadeira Elétrica E Maleta De Brocas E Bits Gm,399,4,7,GM
https://produto.mercadolivre.com.br/MLB-1234190543-kit-furadeira-de-impacto-bosch-gsb-550-127vjogo-acessorios-_JM?searchVariation=65993525447#searchVariation=65993525447&position=6&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Kit Furadeira De Impacto Bosch Gsb 550 127v+jogo Acessórios,597,1,7,Bosch
https://produto.mercadolivre.com.br/MLB-1764974534-parafusadeira-furadeira-bateria-12v-bivolt-pfv012-kit-vonder-_JM?searchVariation=174300996295#searchVariation=174300996295&position=7&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Parafusadeira Furadeira Bateria 12v Bivolt Pfv012 Kit Vonder,313,150,7,Vonder
https://produto.mercadolivre.com.br/MLB-1911331276-furadeira-parafusadeira-12v-vonder-pfv-012-acessorios-_JM#position=5&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Parafusadeira 12v Vonder Pfv 012 + Acessórios,271,4,7,Vonder
https://produto.mercadolivre.com.br/MLB-2003472238-furadeira-de-impacto-12-13mm-blackdecker-tm555kbr-127v-_JM?searchVariation=173556120102#searchVariation=173556120102&position=3&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira De Impacto 1/2 (13mm) Black+decker Tm555kbr 127v,235,2,7,Black+Decker
https://produto.mercadolivre.com.br/MLB-1719121251-furadeira-38-vvr-dwd014-br-127v-600w-_JM?searchVariation=71217313375#searchVariation=71217313375&position=4&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira 3/8 Vvr Dwd014-br-127v-600w,675,3,7,DeWalt
https://produto.mercadolivre.com.br/MLB-1894053395-furadeira-eletrica-parafusadeira-vonder-pfv-012650rpm-12v-_JM#position=42&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Elétrica Parafusadeira Vonder Pfv 012/650rpm 12v,295,38,9,Vonder
https://produto.mercadolivre.com.br/MLB-905375686-furadeira-parafusadeira-impacto-18v-gsb-180-li-bosch-bivolt-_JM?searchVariation=17267091416#searchVariation=17267091416&position=8&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Furadeira Parafusadeira Impacto 18v Gsb 180-li Bosch Bivolt,1.187,203,7,Bosch
https://produto.mercadolivre.com.br/MLB-2042022109-furadeira-parafusadeira-makita-hp1640k-680w-com-maleta-_JM?searchVariation=173753328585#searchVariation=173753328585&position=41&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Parafusadeira Makita Hp1640k 680w Com Maleta,529,1,9,Makita
https://produto.mercadolivre.com.br/MLB-2168153666-kit-combo-furadeira-impacto-600w-parafusadeira-eletrica-_JM?searchVariation=174172091598#searchVariation=174172091598&position=2&search_layout=stack&type=item&tracking_id=725fb04b-b130-4cde-8cbe-9af92a1f12f1,Kit Combo Furadeira Impacto 600w + Parafusadeira Elétrica ,198,9,7,Multilaser
https://produto.mercadolivre.com.br/MLB-1669533793-furadeira-de-impacto-38-pol-550w-110v-hammer-_JM?searchVariation=65008971627#searchVariation=65008971627&position=39&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto 3/8 Pol 550w - 110v Hammer,191,3,9,Hammer
https://produto.mercadolivre.com.br/MLB-1577379656-furadeira-parafusadeira-vertical-38-20v-dcd740b-dewalt-_JM?searchVariation=69522516940#searchVariation=69522516940&position=40&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Parafusadeira Vertical 3/8  20v Dcd740b Dewalt,995,29,9,DeWalt
https://produto.mercadolivre.com.br/MLB-1358990642-furadeira-de-impacto-reversivel-750w-12-10-brindesmaleta-_JM?searchVariation=63268871608#searchVariation=63268871608&position=38&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto Reversivel 750w 1/2 10 Brindes+maleta,199,303,9,Siga Tools
https://produto.mercadolivre.com.br/MLB-2001095603-parafusadeira-furadeira-bateria-12v-worker-kit-13-bits-broca-_JM?searchVariation=174157005209#searchVariation=174157005209&position=37&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Parafusadeira Furadeira Bateria 12v Worker Kit 13 Bits Broca,195,13,9,Worker
https://produto.mercadolivre.com.br/MLB-1770985919-furadeira-de-impacto-12-pol-gsb-550-re-550w-127v-bosch-_JM?searchVariation=174161308597#searchVariation=174161308597&position=36&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto 1/2 Pol. Gsb 550 Re 550w 127v Bosch,410,8,9,Bosch
https://produto.mercadolivre.com.br/MLB-2045784396-furadeira-de-impacto-760w-c-kit-brocas-hp1640kx1-makita-_JM?searchVariation=173767776158#searchVariation=173767776158&position=35&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto 760w C/ Kit Brocas Hp1640kx1 Makita,519,1,9,Makita
https://produto.mercadolivre.com.br/MLB-1979577054-furadeira-impacto-bosch-650w-gsb13-re-na-maleta-acess-220v-_JM#position=31&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Impacto Bosch 650w Gsb13 Re Na Maleta + Acess 220v,585,1,9,Bosch
https://produto.mercadolivre.com.br/MLB-1085060574-furadeira-impacto-12-polegada-710w-e-maleta-dwd502k-dewalt-_JM?searchVariation=26543570321#searchVariation=26543570321&position=34&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira Impacto 1/2 Polegada 710w E Maleta Dwd502k Dewalt,530,11,9,DeWalt
https://produto.mercadolivre.com.br/MLB-2223839986-furadeiraparafusadeira-eletrica-280w-ed280-dwtvonder-127v-_JM?searchVariation=174363763060#searchVariation=174363763060&position=32&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira/parafusadeira Elétrica 280w Ed280 Dwt/vonder 127v,239,1,9,DWT
https://produto.mercadolivre.com.br/MLB-1814527924-furadeira-de-impacto-13mm-820w-auto-reverso-promoco-_JM?searchVariation=77866569274#searchVariation=77866569274&position=28&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,**furadeira De Impacto 13mm 820w Auto Reverso Promoção!!**,279,36,9,Nakasaki
https://produto.mercadolivre.com.br/MLB-1583533171-furadeira-de-impacto-13mm-800w-autoreverso-oferta-incrivel-_JM?searchVariation=59463452913#searchVariation=59463452913&position=29&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto 13mm 800w Autoreverso Oferta Incrível!,215,4,9,Siga Tools
https://produto.mercadolivre.com.br/MLB-1197019860-parafusadeirafuradeira-impacto-makita-hp332dz-bl-sem-bateri-_JM?searchVariation=174152167499#searchVariation=174152167499&position=30&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Parafusadeira/furadeira Impacto Makita Hp332dz Bl Sem Bateri,1.199,2,9,Makita
https://produto.mercadolivre.com.br/MLB-1855327771-furadeira-de-impacto-750w-3000rpm-com-funcao-auto-reverse-_JM?searchVariation=81787132599#searchVariation=81787132599&position=27&search_layout=stack&type=item&tracking_id=b6fc306f-2fec-4e11-b2cf-3dfa088bcc44,Furadeira De Impacto 750w 3000rpm Com Funçao Auto Reverse,203,1,9,Importway
